id,attendance_id,timestamp,action,location,created_at,employee_id
"0465b9cb-c563-4c82-b2ef-3f3e2e894d11","17e760d0-9520-5c2f-aab6-fe2bb4c69fee","2026-01-06T19:06:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20016"
"04b11b46-4c5f-415c-94aa-c35799efa80f","edb7d83e-3c31-50fd-87cc-f623e72f59fc","2026-01-10T19:30:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20095"
"04c47542-ae25-4ca3-827c-7bcc084bbd9b","edb7d83e-3c31-50fd-87cc-f623e72f59fc","2026-01-05T19:18:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20095"
"04ebe033-adfe-494b-bc3e-d903a7b0f955","45b5cac0-ee09-558d-ac84-c701d2647ecf","2026-01-09T17:59:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20061"
"0526845d-e106-49fe-ac8e-c5185dd90134","a73c6fa6-18d0-5686-94a7-1b7c121b3ed6","2026-01-11T03:06:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20007"
"055aa281-304a-4bae-8fd0-ea65b6bf6664","e5582dac-5dfd-5c25-b17d-98816a3ba3ce","2026-01-09T03:13:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20020"
"05799273-1208-4a5d-8ae4-773e68744087","3c8b4ad7-591a-5268-b50b-4fea3161aa8f","2026-01-14T18:07:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20004"
"060f8d03-6d96-4fef-a399-ade48956303e","a8f53628-2c8a-546f-bcdb-80e6827c21af","2026-01-12T17:51:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20058"
"0622bd06-9ecf-42b6-b750-74a8d482c740","362fd5c0-e2e0-5976-9551-e786c5947c48","2026-01-17T03:34:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20083"
"06514259-5b4b-4dd1-a9b6-7b11a745b380","ba45ce6d-6015-5f25-b14c-8a2b815b06ee","2026-01-17T09:57:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20014"
"06e0a1f4-ee25-49da-b566-aea8f7b634f8","ba45ce6d-6015-5f25-b14c-8a2b815b06ee","2026-01-11T02:13:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20014"
"0704bfd6-59e7-4028-b162-1b5df6b16588","b26a688e-3bce-59b3-88dd-5e13c3bf710a","2026-01-17T20:09:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20086"
"072d63b2-64b1-4b20-bd4d-6dced013ae9d","b26a688e-3bce-59b3-88dd-5e13c3bf710a","2026-01-13T11:05:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20086"
"076130cb-c8ac-403a-a9ed-734f108b6ad1","c9524d5e-af6b-59fd-979d-339b1261080a","2026-01-01T17:57:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20001"
"07626559-113d-4afa-af29-238938d5f614","8a2095ea-b2b6-50f0-a3a9-18db018c519f","2026-01-10T17:39:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20076"
"078fe324-9847-4d8b-8cd2-a7068052e604","fc788e43-8f02-5566-b7ee-55bd3f5d3fa0","2026-01-01T19:17:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20047"
"079da98e-68b8-442b-986a-20b3228018ee","9c438ec7-4ca0-51db-aa44-ff038fdcce19","2026-01-04T17:46:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20075"
"07e1ebb7-59f3-487f-a492-81054c6180d5","1160b123-e842-5346-b56a-be3b2ab9fcb5","2026-01-18T17:17:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20096"
"07ebdf48-604e-46c0-9e6e-6da01169c115","572a7388-c36f-5fa9-a0f1-3032e5d7c097","2026-01-12T17:54:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20039"
"07fe4699-ccba-42b4-a6c6-3e1468da5e39","cdd9057b-c0a9-5934-99a2-6c77bb5aad25","2026-01-16T03:09:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20032"
"080f8a61-e3a0-467b-9d73-ae32b09d0a23","c9524d5e-af6b-59fd-979d-339b1261080a","2026-01-17T17:53:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20001"
"08314862-30b5-4782-83e0-ac7c2b9c9323","d50056e2-43d5-507e-a24b-53270fefb0c4","2026-01-06T19:03:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20055"
"08742da5-e224-4390-bba3-3673024ddb33","cce732ca-43df-5948-acfe-3b4e31a4d881","2026-01-01T06:43:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20087"
"092014b5-595f-46c4-8769-d5bd6b7945d4","cce732ca-43df-5948-acfe-3b4e31a4d881","2026-01-04T03:36:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20087"
"09326172-487b-49fb-a1a2-df8498929a98","572a7388-c36f-5fa9-a0f1-3032e5d7c097","2026-01-12T03:08:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20039"
"09c0fe6d-600d-4381-bbcd-36322fd39e8b","9e9d9018-9a11-516b-92bf-31ac51dd245f","2026-01-03T19:21:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20025"
"09cfc7b6-2173-4cb7-ae92-0a67b193262a","add77413-4e14-52ca-b21e-5db08134a7fd","2026-01-14T19:32:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20072"
"09cfc914-5545-4646-b42a-235415b5a922","f565d5e5-7566-53cf-b201-419e741a5d3f","2026-01-04T09:07:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20018"
"0a1bc9ee-534d-49cc-a623-9991bc4fc349","c9524d5e-af6b-59fd-979d-339b1261080a","2026-01-05T03:22:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20001"
"0a33f8b3-f423-4371-aeaa-739f6458af47","a73c6fa6-18d0-5686-94a7-1b7c121b3ed6","2026-01-08T03:12:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20007"
"0a794520-4556-4692-9dde-ffdb83a6feb4","edb7d83e-3c31-50fd-87cc-f623e72f59fc","2026-01-11T09:54:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20095"
"0a9ee00d-0afb-4f4a-a575-1a2c0e54652a","9e9d9018-9a11-516b-92bf-31ac51dd245f","2026-01-02T09:46:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20025"
"0ab061dc-379e-46fc-b11b-b13f9752e0bc","a8f53628-2c8a-546f-bcdb-80e6827c21af","2026-01-19T03:27:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20058"
"0abab6dd-8ead-4c5a-9109-ba2505501430","254a6fea-b225-59c0-994d-ca9b241abe4c","2026-01-01T17:50:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20049"
"0af0c85e-f7a2-437b-9e4d-128502e2f5bb","3236ea0d-5b01-5a25-9b71-b7b29a07bf15","2026-01-11T03:17:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20040"
"0af2a1c3-8dda-4ffa-9e92-95847454ce61","e336a47f-6c15-5019-9aa0-f489d059d9e7","2026-01-02T19:21:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20051"
"0af2e8de-6d42-4800-867b-48ad790bde56","fc788e43-8f02-5566-b7ee-55bd3f5d3fa0","2026-01-16T03:14:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20047"
"0af5a1a1-4865-4bef-acb5-c4b074c0fc68","ba45ce6d-6015-5f25-b14c-8a2b815b06ee","2026-01-19T09:53:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20014"
"0af69d0c-675f-43e5-b969-93ecc1912c17","b829c9be-83fe-5a8b-be6e-e1572c286e69","2026-01-09T03:05:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20009"
"0af822fd-b2c4-434c-a537-abf79e6cd88a","3d8f203a-b9cb-5a78-ba99-2b8322ce1f35","2026-01-07T09:47:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20024"
"0b005808-c944-4bf0-b7fb-7b671d0a2b24","edb7d83e-3c31-50fd-87cc-f623e72f59fc","2026-01-19T09:36:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20095"
"0b2c14c4-c154-4076-b300-f4337847b8bb","3236ea0d-5b01-5a25-9b71-b7b29a07bf15","2026-01-02T17:55:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20040"
"0b421858-14e3-468e-8458-6babf336c575","e5582dac-5dfd-5c25-b17d-98816a3ba3ce","2026-01-15T17:55:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20020"
"0bbc34ae-0589-426c-bf6a-cf87d8c94769","c9524d5e-af6b-59fd-979d-339b1261080a","2026-01-16T17:37:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20001"
"0c065131-aa04-4b60-93cb-a8acc1c293a6","572a7388-c36f-5fa9-a0f1-3032e5d7c097","2026-01-13T03:47:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20039"
"0c17db75-0a2c-4b8a-98d5-06254b047129","ba45ce6d-6015-5f25-b14c-8a2b815b06ee","2026-01-03T09:47:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20014"
"0c1d2ef0-2234-411b-8859-70f9d7954450","b829c9be-83fe-5a8b-be6e-e1572c286e69","2026-01-07T03:03:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20009"
"0c50e587-134e-46db-804d-ef6a135f2d2b","e336a47f-6c15-5019-9aa0-f489d059d9e7","2026-01-10T09:51:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20051"
"0c96811f-5d90-4b44-ab5c-de011d5dc2b3","b26a688e-3bce-59b3-88dd-5e13c3bf710a","2026-01-01T10:55:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20086"
"0ca75b32-af19-4447-affa-125515058632","a6ebe0d1-98ba-50ef-9d86-428188f745ef","2026-01-05T03:27:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20071"
"0cbe8afb-fc23-457a-ad39-ed1f32396867","b829c9be-83fe-5a8b-be6e-e1572c286e69","2026-01-10T03:04:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20009"
"0cdd3860-7dfb-4660-a6a3-c7f5d989fdf5","7e6e6a1d-0d8f-5562-a085-a930294cf1a6","2026-01-06T19:10:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20023"
"0d44b1e0-8da4-470f-bd74-9122da47baad","4aff18f5-e6c0-54ef-8fce-9af48c14f9fd","2026-01-10T17:44:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20011"
"0d488d26-82c4-420e-b71b-1659305dcc84","52252b90-76d7-59dc-82b5-5dcdac16b8aa","2026-01-11T19:18:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20021"
"0d667f1b-2789-4e9c-b8de-daa6718447ac","739ce9e0-4427-552d-9913-1fe2846316c7","2026-01-08T19:25:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20035"
"0d79d988-05cb-442f-bc6c-9afc7f556817","add77413-4e14-52ca-b21e-5db08134a7fd","2026-01-08T09:50:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20072"
"0d7bf99e-72c6-46e4-b266-e747da377062","ea62b828-f2f8-5b8a-be87-716ca85ed4bc","2026-01-14T03:06:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20062"
"0e0fc211-456e-44fb-9713-524b32322896","8a2095ea-b2b6-50f0-a3a9-18db018c519f","2026-01-12T17:47:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20076"
"0e24d9a8-c6f8-4052-838a-05203382e294","8891aec0-edc2-5753-b0c0-f9f7f15979b2","2026-01-17T09:44:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20078"
"0e2dcf73-8817-4e0e-9249-fc00c3383eee","b26a688e-3bce-59b3-88dd-5e13c3bf710a","2026-01-13T20:10:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20086"
"0e71af82-4626-48d2-b37d-e3105e593ee2","30656bac-6701-5347-bbfe-de90c75ea62f","2026-01-01T19:16:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20064"
"0ec2532a-dd53-4237-adf2-bef21b101dc4","edf7873c-93d6-5c10-884a-da67f1ec88bf","2026-01-15T10:55:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20005"
"0f5b1b72-c332-4e6f-ae85-b93fe7b545b4","a5c90016-9b54-5743-9d4f-424bde962a13","2026-01-18T03:43:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20006"
"0f673ffb-2070-4828-9e15-4618c7ab9041","9fd5dbd4-fa6e-5c21-b72a-a380327f048b","2026-01-09T18:03:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20066"
"0f7a6426-f403-455d-aad9-dcb0c0d7f581","1160b123-e842-5346-b56a-be3b2ab9fcb5","2026-01-02T03:09:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20096"
"0fab5b8f-787c-4466-8805-478a6f5810f5","a5c90016-9b54-5743-9d4f-424bde962a13","2026-01-02T03:44:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20006"
"0fffcdeb-9ed9-4c30-a3bc-a288429afe57","c9524d5e-af6b-59fd-979d-339b1261080a","2026-01-17T03:45:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20001"
"101c8e23-a0ab-4b9f-9f3e-79e88e2696cf","9d8d6342-53ea-5830-9a3d-cfac2d15c22b","2026-01-10T03:05:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20057"
"1033c0c0-a3b7-4b28-8c46-e794b683fd3f","6c8d4ad6-2d4d-55c7-814f-de784b11f2c4","2026-01-04T03:17:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20034"
"1038e923-5890-46e8-80d5-7985bac3641f","e5582dac-5dfd-5c25-b17d-98816a3ba3ce","2026-01-08T17:49:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20020"
"1055a4a4-c91e-412a-b4af-8cc9ceea67c4","967a91ee-ef60-5423-be1f-45f4c75cb692","2026-01-17T17:21:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20038"
"107f1302-cdcd-4353-8d9a-5fe041209a74","3d8f203a-b9cb-5a78-ba99-2b8322ce1f35","2026-01-17T19:42:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20024"
"1088bdef-ddea-4399-9dc5-c454ed02369f","572a7388-c36f-5fa9-a0f1-3032e5d7c097","2026-01-01T11:56:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20039"
"10905851-d885-4442-a9e3-5618bd6c90ca","967a91ee-ef60-5423-be1f-45f4c75cb692","2026-01-11T03:00:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20038"
"10a52f5e-4205-4a89-a3ea-4786c013d81b","8891aec0-edc2-5753-b0c0-f9f7f15979b2","2026-01-11T19:09:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20078"
"10af710c-9c94-416f-8b2f-e7e2cafff2a7","add77413-4e14-52ca-b21e-5db08134a7fd","2026-01-04T10:07:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20072"
"10bd5608-a1f2-42f2-b2f7-6ec93ea40422","9d8d6342-53ea-5830-9a3d-cfac2d15c22b","2026-01-11T17:46:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20057"
"10d3d4b3-d2f1-4b26-bf86-adcabb4bb23e","9fd5dbd4-fa6e-5c21-b72a-a380327f048b","2026-01-03T17:58:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20066"
"10f1dba5-946b-4724-9022-6e747d7d1aef","43e12fb5-e756-5ae9-9226-fc298e0d0ef4","2026-01-09T19:13:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20028"
"1101608c-82f1-48e1-b047-b8f9b859b82e","edb7d83e-3c31-50fd-87cc-f623e72f59fc","2026-01-01T19:27:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20095"
"1176a464-b08a-4195-a913-f365951b2c14","e336a47f-6c15-5019-9aa0-f489d059d9e7","2026-01-13T19:03:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20051"
"11bba545-d89a-40a7-9d79-93f4e931d380","ee6b4e40-c1fb-5a23-80a5-aef164a0cf95","2026-01-17T17:49:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20085"
"11beb72b-820d-4694-a49f-15808777d406","a8f53628-2c8a-546f-bcdb-80e6827c21af","2026-01-04T03:20:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20058"
"11d30ff1-5ae5-45a9-b153-5fb5034b30c6","43e12fb5-e756-5ae9-9226-fc298e0d0ef4","2026-01-10T09:54:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20028"
"11e1ba9a-4780-49f9-80d3-43139fa03294","a8f53628-2c8a-546f-bcdb-80e6827c21af","2026-01-15T03:21:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20058"
"11e2851c-272a-4143-bf92-b71fbdcd3bb3","4aff18f5-e6c0-54ef-8fce-9af48c14f9fd","2026-01-16T17:43:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20011"
"11f31d1d-ef51-4bb4-9749-cb1915c681e0","f565d5e5-7566-53cf-b201-419e741a5d3f","2026-01-10T19:08:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20018"
"1230d7e8-a219-4836-9000-cce5f0992548","edb7d83e-3c31-50fd-87cc-f623e72f59fc","2026-01-14T09:44:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20095"
"128a4ed0-72ad-4100-97a1-a441538fe4aa","7d06914d-1a6b-50e9-8443-4f0747fcd1df","2026-01-02T17:22:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20036"
"12b4e9df-659f-4c92-a326-0874297c6dca","cce732ca-43df-5948-acfe-3b4e31a4d881","2026-01-10T18:51:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20087"
"12fe2264-cb8d-40d9-8ea7-6686df2c8000","95ecd40a-42e7-5c77-a3b1-f7da1d7e2809","2026-01-06T17:05:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20022"
"130aa3be-dd90-4bdb-95cd-ff850b7f05e3","edb7d83e-3c31-50fd-87cc-f623e72f59fc","2026-01-08T19:41:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20095"
"131ac0ca-dfdc-4912-96cb-7dc0638900d3","7dc38c10-a0e2-57d1-aab3-3a8db7a5becd","2026-01-06T17:51:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20088"
"132a5398-bcc4-4ab3-a636-876021387175","3236ea0d-5b01-5a25-9b71-b7b29a07bf15","2026-01-09T17:56:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20040"
"134d9e11-00d4-48ca-9dde-b51e6be6c81b","b26a688e-3bce-59b3-88dd-5e13c3bf710a","2026-01-19T10:55:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20086"
"13879010-a331-472f-99d1-7bf2cc4f0614","8a2095ea-b2b6-50f0-a3a9-18db018c519f","2026-01-12T03:07:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20076"
"13ec950d-442d-48f2-8870-0c0f9a8d3fd3","17e760d0-9520-5c2f-aab6-fe2bb4c69fee","2026-01-06T09:59:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20016"
"140d6a8d-665f-4043-92ab-937007b2f2dc","7e6e6a1d-0d8f-5562-a085-a930294cf1a6","2026-01-18T09:47:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20023"
"145d0f91-c7f2-4b5c-a32d-cd302a70b789","9d8d6342-53ea-5830-9a3d-cfac2d15c22b","2026-01-06T03:01:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20057"
"1474bd8d-1543-46d4-969e-0f14e3c3cbfa","9d8d6342-53ea-5830-9a3d-cfac2d15c22b","2026-01-02T17:42:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20057"
"1496f0c0-6ee7-4cf9-b5ed-3270429892ce","7dc38c10-a0e2-57d1-aab3-3a8db7a5becd","2026-01-09T17:54:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20088"
"14ddc91e-5c0b-4d5b-b58e-04a99f68bb1e","29c9a706-3570-5e5f-9a5a-18fad5b4b974","2026-01-13T17:56:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20017"
"153ba8ec-b633-446d-9581-4d3a0b654e84","ee6b4e40-c1fb-5a23-80a5-aef164a0cf95","2026-01-09T03:15:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20085"
"15441791-82dc-4b26-af4d-675a067ed54c","6c8d4ad6-2d4d-55c7-814f-de784b11f2c4","2026-01-13T03:49:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20034"
"1561dee0-5076-4767-8528-0713652793bd","9fd5dbd4-fa6e-5c21-b72a-a380327f048b","2026-01-09T03:37:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20066"
"15855668-c378-4855-b064-0ea6d4a6a6ea","43e12fb5-e756-5ae9-9226-fc298e0d0ef4","2026-01-16T19:13:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20028"
"15b3669b-84b2-4161-9912-ad4b0ed738c8","17e760d0-9520-5c2f-aab6-fe2bb4c69fee","2026-01-13T09:57:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20016"
"15bcc238-2d59-4276-bce0-6716bcf6e0a2","e5582dac-5dfd-5c25-b17d-98816a3ba3ce","2026-01-17T03:07:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20020"
"15c0305b-442a-4c6c-9299-ed9f9a99de8e","e5582dac-5dfd-5c25-b17d-98816a3ba3ce","2026-01-03T03:04:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20020"
"16418f19-cda1-4a34-ad04-863412adc97a","254a6fea-b225-59c0-994d-ca9b241abe4c","2026-01-15T03:08:00+00:00","CHECK","Office","2026-01-20T08:12:19.621005+00:00","20049"
"165eedc7-3517-4049-8e58-0db2b6d084db","8baebdba-bcd4-5638-a926-0cfcf2989975","2026-01-09T19:11:00+00:00","CHECK","Office","2026-01-20T08:12:19.901418+00:00","20082"
